,candidates,winner,time,left,right
76,"(40, 77)",77,14:35:02,40,77
77,"(0, 17)",17,14:35:02,0,17
78,"(9, 54)",54,14:35:02,9,54
79,"(44, 52)",52,14:35:02,44,52
80,"(2, 69)",69,14:35:02,2,69
81,"(84, 3)",3,14:35:03,84,3
82,"(81, 66)",66,14:35:03,81,66
83,"(28, 25)",25,14:35:03,28,25
84,"(85, 64)",64,14:35:03,85,64
85,"(61, 63)",63,14:35:03,61,63
86,"(59, 57)",57,14:35:04,59,57
87,"(56, 39)",39,14:35:04,56,39
88,"(90, 73)",73,14:35:04,90,73
89,"(14, 65)",65,14:35:04,14,65
90,"(42, 19)",19,14:35:04,42,19
91,"(55, 15)",15,14:35:05,55,15
92,"(48, 13)",13,14:35:05,48,13
93,"(88, 18)",18,14:35:05,88,18
94,"(3, 79)",79,14:35:05,3,79
95,"(68, 30)",30,14:35:05,68,30
96,"(84, 12)",12,14:35:05,84,12
97,"(83, 45)",45,14:35:06,83,45
98,"(24, 5)",5,14:35:06,24,5
99,"(35, 11)",11,14:35:06,35,11
100,"(90, 47)",47,14:35:06,90,47
101,"(81, 64)",64,14:35:06,81,64
102,"(53, 91)",91,14:35:06,53,91
103,"(21, 22)",22,14:35:07,21,22
104,"(66, 19)",19,14:35:07,66,19
105,"(55, 78)",78,14:35:07,55,78
106,"(74, 4)",4,14:35:07,74,4
107,"(61, 6)",6,14:35:07,61,6
108,"(59, 43)",43,14:35:07,59,43
109,"(85, 40)",40,14:35:08,85,40
110,"(87, 38)",38,14:35:08,87,38
111,"(42, 76)",76,14:35:08,42,76
112,"(20, 51)",51,14:35:08,20,51
113,"(56, 44)",44,14:35:08,56,44
114,"(50, 18)",18,14:35:09,50,18
115,"(49, 46)",46,14:35:09,49,46
116,"(93, 86)",86,14:35:09,93,86
117,"(63, 58)",58,14:35:09,63,58
118,"(25, 23)",23,14:35:09,25,23
119,"(26, 73)",73,14:35:09,26,73
120,"(15, 8)",8,14:35:10,15,8
121,"(13, 77)",77,14:35:10,13,77
122,"(33, 52)",52,14:35:10,33,52
123,"(7, 69)",69,14:35:10,7,69
124,"(9, 48)",48,14:35:10,9,48
125,"(36, 70)",70,14:35:11,36,70
126,"(16, 88)",88,14:35:11,16,88
127,"(28, 89)",89,14:35:11,28,89
128,"(57, 71)",71,14:35:11,57,71
129,"(54, 10)",10,14:35:11,54,10
130,"(14, 92)",92,14:35:11,14,92
131,"(29, 60)",60,14:35:12,29,60
132,"(67, 41)",41,14:35:12,67,41
133,"(31, 1)",1,14:35:12,31,1
134,"(82, 32)",32,14:35:12,82,32
135,"(37, 34)",34,14:35:12,37,34
136,"(2, 39)",39,14:35:13,2,39
137,"(0, 27)",27,14:35:13,0,27
138,"(62, 65)",65,14:35:13,62,65
139,"(80, 72)",72,14:35:13,80,72
140,"(75, 17)",17,14:35:13,75,17
141,"(38, 28)",28,14:35:13,38,28
142,"(14, 56)",56,14:35:14,14,56
143,"(17, 46)",46,14:35:14,17,46
144,"(74, 9)",9,14:35:14,74,9
145,"(15, 69)",69,14:35:14,15,69
146,"(87, 77)",77,14:35:14,87,77
147,"(83, 4)",4,14:35:15,83,4
148,"(57, 21)",21,14:35:15,57,21
149,"(48, 35)",35,14:35:15,48,35
150,"(88, 33)",33,14:35:15,88,33
151,"(53, 78)",78,14:35:15,53,78
152,"(40, 24)",24,14:35:15,40,24
153,"(85, 71)",71,14:35:16,85,71
154,"(2, 89)",89,14:35:16,2,89
155,"(68, 55)",55,14:35:16,68,55
156,"(7, 43)",43,14:35:16,7,43
157,"(76, 51)",51,14:35:16,76,51
158,"(84, 3)",3,14:35:16,84,3
159,"(18, 67)",67,14:35:17,18,67
160,"(65, 27)",27,14:35:17,65,27
161,"(31, 8)",8,14:35:17,31,8
162,"(64, 12)",12,14:35:17,64,12
163,"(80, 0)",0,14:35:17,80,0
164,"(37, 82)",82,14:35:17,37,82
165,"(47, 19)",19,14:35:18,47,19
166,"(16, 25)",25,14:35:18,16,25
167,"(61, 62)",62,14:35:18,61,62
168,"(70, 45)",45,14:35:18,70,45
169,"(66, 29)",29,14:35:18,66,29
170,"(81, 32)",32,14:35:18,81,32
171,"(72, 42)",42,14:35:19,72,42
172,"(91, 92)",92,14:35:19,91,92
173,"(6, 36)",36,14:35:19,6,36
174,"(30, 75)",75,14:35:19,30,75
175,"(44, 26)",26,14:35:19,44,26
176,"(73, 39)",39,14:35:19,73,39
177,"(13, 1)",1,14:35:20,13,1
178,"(22, 49)",49,14:35:20,22,49
179,"(20, 79)",79,14:35:20,20,79
180,"(58, 41)",41,14:35:20,58,41
181,"(10, 50)",50,14:35:21,10,50
182,"(11, 54)",54,14:35:21,11,54
183,"(23, 86)",86,14:35:21,23,86
184,"(60, 59)",59,14:35:21,60,59
185,"(93, 34)",34,14:35:21,93,34
186,"(5, 52)",52,14:35:21,5,52
187,"(63, 90)",90,14:35:22,63,90
188,"(85, 40)",40,14:35:22,85,40
189,"(49, 23)",23,14:35:22,49,23
190,"(4, 16)",16,14:35:22,4,16
191,"(34, 53)",53,14:35:22,34,53
192,"(69, 81)",81,14:35:23,69,81
193,"(50, 93)",93,14:35:23,50,93
194,"(24, 59)",59,14:35:23,24,59
195,"(92, 46)",46,14:35:23,92,46
196,"(2, 26)",26,14:35:23,2,26
197,"(5, 57)",57,14:35:23,5,57
198,"(75, 61)",61,14:35:24,75,61
199,"(10, 11)",11,14:35:24,10,11
200,"(42, 86)",86,14:35:24,42,86
201,"(39, 14)",14,14:35:24,39,14
202,"(33, 89)",89,14:35:24,33,89
203,"(76, 25)",25,14:35:25,76,25
204,"(82, 68)",68,14:35:25,82,68
205,"(73, 28)",28,14:35:25,73,28
206,"(55, 74)",74,14:35:25,55,74
207,"(80, 9)",9,14:35:25,80,9
208,"(31, 43)",43,14:35:26,31,43
209,"(0, 35)",35,14:35:26,0,35
210,"(60, 1)",1,14:35:26,60,1
211,"(27, 66)",66,14:35:26,27,66
212,"(67, 6)",6,14:35:26,67,6
213,"(63, 22)",22,14:35:27,63,22
214,"(21, 15)",15,14:35:27,21,15
215,"(7, 17)",17,14:35:27,7,17
216,"(20, 65)",65,14:35:28,20,65
217,"(36, 32)",32,14:35:28,36,32
218,"(71, 87)",87,14:35:28,71,87
219,"(88, 64)",64,14:35:28,88,64
220,"(44, 37)",37,14:35:29,44,37
221,"(54, 47)",47,14:35:29,54,47
222,"(12, 58)",58,14:35:29,12,58
223,"(8, 70)",70,14:35:29,8,70
224,"(52, 77)",77,14:35:29,52,77
225,"(13, 3)",3,14:35:29,13,3
226,"(41, 83)",83,14:35:30,41,83
227,"(56, 78)",78,14:35:30,56,78
228,"(90, 18)",18,14:35:30,90,18
229,"(29, 19)",19,14:35:30,29,19
230,"(48, 91)",91,14:35:30,48,91
231,"(30, 45)",45,14:35:31,30,45
232,"(38, 51)",51,14:35:31,38,51
233,"(79, 84)",84,14:35:32,79,84
234,"(72, 62)",62,14:35:32,72,62
235,"(15, 46)",46,14:35:32,15,46
236,"(8, 2)",2,14:35:32,8,2
237,"(86, 19)",19,14:35:33,86,19
238,"(79, 60)",60,14:35:33,79,60
239,"(61, 63)",63,14:35:34,61,63
240,"(57, 18)",18,14:35:34,57,18
241,"(55, 80)",80,14:35:34,55,80
242,"(68, 22)",22,14:35:34,68,22
243,"(72, 23)",23,14:35:34,72,23
244,"(27, 64)",64,14:35:35,27,64
245,"(84, 85)",85,14:35:35,84,85
246,"(41, 45)",45,14:35:35,41,45
247,"(14, 20)",20,14:35:35,14,20
248,"(43, 4)",4,14:35:35,43,4
249,"(56, 7)",7,14:35:36,56,7
250,"(29, 44)",44,14:35:36,29,44
251,"(93, 51)",51,14:35:36,93,51
252,"(1, 71)",71,14:35:36,1,71
253,"(12, 28)",28,14:35:36,12,28
254,"(62, 88)",88,14:35:37,62,88
255,"(33, 77)",77,14:35:38,33,77
256,"(66, 39)",39,14:35:38,66,39
257,"(26, 52)",52,14:35:38,26,52
258,"(24, 9)",9,14:35:38,24,9
259,"(11, 75)",75,14:35:38,11,75
260,"(83, 76)",76,14:35:39,83,76
261,"(70, 10)",10,14:35:39,70,10
262,"(58, 92)",92,14:35:39,58,92
263,"(21, 48)",48,14:35:39,21,48
264,"(91, 59)",59,14:35:40,91,59
265,"(30, 54)",54,14:35:40,30,54
266,"(89, 67)",67,14:35:40,89,67
267,"(74, 65)",65,14:35:40,74,65
268,"(25, 38)",38,14:35:41,25,38
269,"(42, 37)",37,14:35:41,42,37
270,"(40, 47)",47,14:35:41,40,47
271,"(50, 31)",31,14:35:42,50,31
272,"(5, 0)",0,14:35:42,5,0
273,"(35, 81)",81,14:35:42,35,81
274,"(53, 3)",3,14:35:42,53,3
275,"(17, 90)",90,14:35:43,17,90
276,"(16, 87)",87,14:35:43,16,87
277,"(13, 49)",49,14:35:43,13,49
278,"(73, 6)",6,14:35:43,73,6
279,"(36, 32)",32,14:35:44,36,32
280,"(34, 78)",78,14:35:44,34,78
281,"(82, 69)",69,14:35:45,82,69
282,"(72, 15)",15,14:35:45,72,15
283,"(83, 56)",56,14:35:46,83,56
284,"(12, 91)",91,14:35:46,12,91
285,"(59, 49)",49,14:35:47,59,49
286,"(30, 68)",68,14:35:48,30,68
287,"(10, 88)",88,14:35:48,10,88
288,"(81, 57)",57,14:35:50,81,57
289,"(69, 36)",36,14:35:50,69,36
290,"(61, 73)",73,14:35:50,61,73
291,"(71, 47)",47,14:35:50,71,47
292,"(6, 58)",58,14:35:50,6,58
293,"(33, 39)",39,14:35:50,33,39
294,"(37, 48)",48,14:35:51,37,48
295,"(16, 50)",50,14:35:51,16,50
296,"(34, 20)",20,14:35:51,34,20
297,"(75, 42)",42,14:35:52,75,42
298,"(78, 45)",45,14:35:52,78,45
299,"(52, 7)",7,14:35:52,52,7
300,"(66, 24)",24,14:35:52,66,24
301,"(8, 19)",19,14:35:53,8,19
302,"(11, 26)",26,14:35:53,11,26
303,"(44, 3)",3,14:35:53,44,3
304,"(92, 35)",35,14:35:53,92,35
305,"(46, 85)",85,14:35:53,46,85
306,"(84, 31)",31,14:35:54,84,31
307,"(53, 54)",54,14:35:54,53,54
308,"(60, 65)",65,14:35:54,60,65
309,"(32, 38)",38,14:35:54,32,38
310,"(55, 29)",29,14:35:54,55,29
311,"(70, 87)",87,14:35:55,70,87
312,"(77, 4)",4,14:35:55,77,4
313,"(2, 9)",9,14:35:55,2,9
314,"(27, 18)",18,14:35:55,27,18
315,"(67, 51)",51,14:35:56,67,51
316,"(13, 25)",25,14:35:56,13,25
317,"(62, 74)",74,14:35:56,62,74
318,"(79, 89)",89,14:35:56,79,89
319,"(64, 76)",76,14:35:56,64,76
320,"(63, 41)",41,14:35:57,63,41
321,"(23, 5)",5,14:35:57,23,5
322,"(0, 1)",1,14:35:57,0,1
323,"(28, 93)",93,14:35:57,28,93
324,"(17, 43)",43,14:35:57,17,43
325,"(21, 80)",80,14:35:57,21,80
326,"(82, 22)",22,14:35:58,82,22
327,"(86, 40)",40,14:35:58,86,40
328,"(14, 90)",90,14:35:58,14,90
329,"(74, 55)",55,14:35:58,74,55
330,"(12, 56)",56,14:35:59,12,56
331,"(60, 81)",81,14:35:59,60,81
332,"(69, 21)",21,14:35:59,69,21
333,"(76, 50)",50,14:35:59,76,50
334,"(34, 83)",83,14:35:59,34,83
335,"(25, 14)",14,14:35:59,25,14
336,"(57, 43)",43,14:36:00,57,43
337,"(58, 29)",29,14:36:00,58,29
338,"(52, 80)",80,14:36:00,52,80
339,"(70, 23)",23,14:36:00,70,23
340,"(51, 18)",18,14:36:00,51,18
341,"(87, 75)",75,14:36:00,87,75
342,"(36, 78)",78,14:36:01,36,78
343,"(65, 93)",93,14:36:01,65,93
344,"(22, 77)",77,14:36:01,22,77
345,"(35, 38)",38,14:36:01,35,38
346,"(3, 24)",24,14:36:02,3,24
347,"(92, 2)",2,14:36:02,92,2
348,"(54, 71)",71,14:36:02,54,71
349,"(5, 85)",85,14:36:02,5,85
350,"(88, 64)",64,14:36:02,88,64
351,"(8, 59)",59,14:36:03,8,59
352,"(48, 15)",15,14:36:03,48,15
353,"(53, 16)",16,14:36:03,53,16
354,"(28, 17)",17,14:36:03,28,17
355,"(63, 72)",72,14:36:03,63,72
356,"(44, 20)",20,14:36:04,44,20
357,"(46, 33)",33,14:36:04,46,33
358,"(11, 37)",37,14:36:04,11,37
359,"(27, 39)",39,14:36:04,27,39
360,"(13, 66)",66,14:36:04,13,66
361,"(40, 62)",62,14:36:05,40,62
362,"(91, 41)",41,14:36:05,91,41
363,"(4, 73)",73,14:36:05,4,73
364,"(9, 32)",32,14:36:05,9,32
365,"(89, 1)",1,14:36:05,89,1
366,"(79, 68)",68,14:36:06,79,68
367,"(26, 19)",19,14:36:06,26,19
368,"(30, 6)",6,14:36:06,30,6
369,"(7, 84)",84,14:36:06,7,84
370,"(45, 42)",42,14:36:07,45,42
371,"(10, 47)",47,14:36:07,10,47
372,"(67, 31)",31,14:36:07,67,31
373,"(61, 90)",90,14:36:07,61,90
374,"(49, 82)",82,14:36:07,49,82
375,"(86, 0)",0,14:36:08,86,0
